timestamp,line_id,equipment_id,sensor_type,value,unit,status
2026-06-15T09:15:20+00:00,LINE-B01,WELD-002,vibration,1.13,mm/s,normal
2026-06-15T09:15:25+00:00,LINE-C01,PRESS-002,temperature,71.58,°C,normal
2026-06-15T09:15:30+00:00,LINE-B01,CONVEYOR-001,pressure,230.91,kPa,normal
2026-06-15T09:15:35+00:00,LINE-C01,OVEN-001,vibration,0.91,mm/s,normal
2026-06-15T09:15:40+00:00,LINE-B01,OVEN-001,vibration,0.9,mm/s,normal
2026-06-15T09:15:45+00:00,LINE-C01,ROBOT-001,pressure,140.74,kPa,normal
2026-06-15T09:15:50+00:00,LINE-B01,OVEN-001,temperature,62.2,°C,normal
2026-06-15T09:15:55+00:00,LINE-A02,PRESS-002,pressure,241.1,kPa,normal
2026-06-15T09:16:00+00:00,LINE-A02,PRESS-002,pressure,256.62,kPa,normal
2026-06-15T09:16:05+00:00,LINE-C01,PRESS-001,temperature,71.44,°C,normal
2026-06-15T09:16:10+00:00,LINE-A01,WELD-001,temperature,65.44,°C,normal
2026-06-15T09:16:15+00:00,LINE-A01,OVEN-001,vibration,2.87,mm/s,warning
2026-06-15T09:16:20+00:00,LINE-B02,CONVEYOR-001,temperature,64.36,°C,normal
2026-06-15T09:16:25+00:00,LINE-C01,PRESS-001,pressure,157.29,kPa,normal
2026-06-15T09:16:30+00:00,LINE-A02,OVEN-001,temperature,57.56,°C,normal
2026-06-15T09:16:35+00:00,LINE-C01,WELD-002,temperature,63.98,°C,normal
2026-06-15T09:16:40+00:00,LINE-A02,PRESS-001,pressure,107.21,kPa,normal
2026-06-15T09:16:45+00:00,LINE-B02,OVEN-002,temperature,51.04,°C,normal
2026-06-15T09:16:50+00:00,LINE-C01,PRESS-001,pressure,217.22,kPa,normal
2026-06-15T09:16:55+00:00,LINE-C01,OVEN-001,pressure,283.84,kPa,normal
2026-06-15T09:17:00+00:00,LINE-B01,OVEN-002,pressure,283.0,kPa,normal
2026-06-15T09:17:05+00:00,LINE-B02,CONVEYOR-001,vibration,1.93,mm/s,normal
2026-06-15T09:17:10+00:00,LINE-C01,PRESS-002,pressure,135.01,kPa,normal
2026-06-15T09:17:15+00:00,LINE-A01,OVEN-001,pressure,158.85,kPa,normal
2026-06-15T09:17:20+00:00,LINE-B02,CONVEYOR-001,pressure,214.98,kPa,normal
2026-06-15T09:17:25+00:00,LINE-B01,ROBOT-001,pressure,148.65,kPa,normal
2026-06-15T09:17:30+00:00,LINE-A01,ROBOT-001,pressure,217.37,kPa,normal
2026-06-15T09:17:35+00:00,LINE-A02,WELD-002,temperature,55.31,°C,normal
2026-06-15T09:17:40+00:00,LINE-C01,PRESS-001,vibration,0.77,mm/s,normal
2026-06-15T09:17:45+00:00,LINE-A01,CONVEYOR-001,pressure,149.65,kPa,normal
2026-06-15T09:17:50+00:00,LINE-C01,WELD-001,pressure,168.4,kPa,normal
2026-06-15T09:17:55+00:00,LINE-C01,OVEN-001,vibration,0.52,mm/s,normal
2026-06-15T09:18:00+00:00,LINE-A02,ROBOT-001,temperature,86.83,°C,warning
2026-06-15T09:18:05+00:00,LINE-B01,WELD-002,pressure,247.09,kPa,normal
2026-06-15T09:18:10+00:00,LINE-C01,OVEN-002,temperature,49.99,°C,normal
2026-06-15T09:18:15+00:00,LINE-A01,ROBOT-001,temperature,44.8,°C,normal
2026-06-15T09:18:20+00:00,LINE-A01,ROBOT-001,pressure,271.42,kPa,normal
2026-06-15T09:18:25+00:00,LINE-C01,OVEN-001,vibration,1.04,mm/s,normal
2026-06-15T09:18:30+00:00,LINE-C01,OVEN-001,vibration,1.55,mm/s,normal
2026-06-15T09:18:35+00:00,LINE-A01,CONVEYOR-001,vibration,1.2,mm/s,normal
2026-06-15T09:18:40+00:00,LINE-B01,CONVEYOR-001,vibration,2.07,mm/s,warning
2026-06-15T09:18:45+00:00,LINE-A01,ROBOT-001,pressure,191.44,kPa,normal
2026-06-15T09:18:50+00:00,LINE-A02,CONVEYOR-001,vibration,0.12,mm/s,normal
2026-06-15T09:18:55+00:00,LINE-B01,WELD-001,pressure,172.32,kPa,normal
2026-06-15T09:19:00+00:00,LINE-C01,OVEN-002,pressure,153.88,kPa,normal
2026-06-15T09:19:05+00:00,LINE-B02,OVEN-002,vibration,0.91,mm/s,normal
2026-06-15T09:19:10+00:00,LINE-A02,WELD-001,vibration,0.63,mm/s,normal
2026-06-15T09:19:15+00:00,LINE-B01,WELD-002,pressure,262.84,kPa,normal
2026-06-15T09:19:20+00:00,LINE-A02,WELD-001,pressure,176.18,kPa,normal
2026-06-15T09:19:25+00:00,LINE-B02,WELD-001,vibration,0.44,mm/s,normal
2026-06-15T09:19:30+00:00,LINE-B02,OVEN-001,pressure,244.11,kPa,normal
2026-06-15T09:19:35+00:00,LINE-B02,PRESS-002,vibration,1.18,mm/s,normal
2026-06-15T09:19:40+00:00,LINE-B01,ROBOT-001,pressure,143.09,kPa,normal
2026-06-15T09:19:45+00:00,LINE-B01,OVEN-002,pressure,248.92,kPa,normal
2026-06-15T09:19:50+00:00,LINE-B01,OVEN-002,vibration,1.87,mm/s,normal
2026-06-15T09:19:55+00:00,LINE-C01,WELD-002,temperature,54.04,°C,normal
2026-06-15T09:20:00+00:00,LINE-A02,OVEN-001,pressure,229.83,kPa,normal
2026-06-15T09:20:05+00:00,LINE-B02,PRESS-002,vibration,1.07,mm/s,normal
2026-06-15T09:20:10+00:00,LINE-A02,WELD-001,vibration,0.98,mm/s,normal
2026-06-15T09:20:15+00:00,LINE-C01,CONVEYOR-001,pressure,167.48,kPa,normal
2026-06-15T09:20:20+00:00,LINE-B01,OVEN-002,temperature,53.75,°C,normal
2026-06-15T09:20:25+00:00,LINE-B02,OVEN-001,pressure,153.49,kPa,normal
2026-06-15T09:20:30+00:00,LINE-C01,ROBOT-001,vibration,1.88,mm/s,normal
2026-06-15T09:20:35+00:00,LINE-A02,WELD-002,vibration,1.72,mm/s,normal
2026-06-15T09:20:40+00:00,LINE-A01,WELD-002,pressure,248.78,kPa,normal
2026-06-15T09:20:45+00:00,LINE-B02,PRESS-001,temperature,43.82,°C,normal
2026-06-15T09:20:50+00:00,LINE-A01,PRESS-002,temperature,60.96,°C,normal
2026-06-15T09:20:55+00:00,LINE-B02,OVEN-001,vibration,0.26,mm/s,normal
2026-06-15T09:21:00+00:00,LINE-A02,WELD-001,temperature,51.37,°C,normal
2026-06-15T09:21:05+00:00,LINE-B01,OVEN-002,pressure,105.71,kPa,normal
2026-06-15T09:21:10+00:00,LINE-B01,ROBOT-001,vibration,1.75,mm/s,normal
2026-06-15T09:21:15+00:00,LINE-A02,ROBOT-001,temperature,86.98,°C,warning
2026-06-15T09:21:20+00:00,LINE-B02,OVEN-001,pressure,275.46,kPa,normal
2026-06-15T09:21:25+00:00,LINE-A01,ROBOT-001,vibration,0.53,mm/s,normal
2026-06-15T09:21:30+00:00,LINE-B01,PRESS-001,vibration,0.59,mm/s,normal
2026-06-15T09:21:35+00:00,LINE-A02,OVEN-002,temperature,70.33,°C,normal
2026-06-15T09:21:40+00:00,LINE-B02,ROBOT-001,vibration,0.12,mm/s,normal
2026-06-15T09:21:45+00:00,LINE-B01,WELD-002,vibration,0.92,mm/s,normal
2026-06-15T09:21:50+00:00,LINE-C01,CONVEYOR-001,temperature,47.54,°C,normal
2026-06-15T09:21:55+00:00,LINE-B02,CONVEYOR-001,vibration,1.46,mm/s,normal
2026-06-15T09:22:00+00:00,LINE-A02,OVEN-001,temperature,56.89,°C,normal
2026-06-15T09:22:05+00:00,LINE-B01,CONVEYOR-001,vibration,1.11,mm/s,normal
2026-06-15T09:22:10+00:00,LINE-B01,PRESS-002,temperature,47.3,°C,normal
2026-06-15T09:22:15+00:00,LINE-C01,ROBOT-001,pressure,190.55,kPa,normal
2026-06-15T09:22:20+00:00,LINE-C01,PRESS-001,temperature,46.09,°C,normal
2026-06-15T09:22:25+00:00,LINE-A02,ROBOT-001,temperature,82.82,°C,warning
2026-06-15T09:22:30+00:00,LINE-A01,ROBOT-001,pressure,118.04,kPa,normal
2026-06-15T09:22:35+00:00,LINE-B02,OVEN-002,temperature,52.46,°C,normal
2026-06-15T09:22:40+00:00,LINE-A01,WELD-001,vibration,0.16,mm/s,normal
2026-06-15T09:22:45+00:00,LINE-C01,ROBOT-001,temperature,55.7,°C,normal
2026-06-15T09:22:50+00:00,LINE-B02,PRESS-001,temperature,73.66,°C,normal
2026-06-15T09:22:55+00:00,LINE-B02,ROBOT-001,temperature,87.15,°C,warning
2026-06-15T09:23:00+00:00,LINE-B02,PRESS-002,temperature,41.34,°C,normal
2026-06-15T09:23:05+00:00,LINE-B02,OVEN-001,pressure,141.69,kPa,normal
2026-06-15T09:23:10+00:00,LINE-C01,PRESS-002,vibration,1.48,mm/s,normal
2026-06-15T09:23:15+00:00,LINE-B01,PRESS-001,vibration,0.67,mm/s,normal
